AircraftID,FirstCreated,LastModified,ModeS,ModeSCountry,Country,Registration,CurrentRegDate,PreviousID,FirstRegDate,Status,DeRegDate,Manufacturer,ICAOTypeCode,Type,SerialNo,PopularName,GenericName,AircraftClass,Engines,OwnershipStatus,RegisteredOwners,MTOW,TotalHours,YearBuilt,CofACategory,CofAExpiry,UserNotes,Interested,UserTag,InfoURL,PictureURL1,PictureURL2,PictureURL3,UserBool1,UserBool2,UserBool3,UserBool4,UserBool5,UserString1,UserString2,UserString3,UserString4,UserString5,UserInt1,UserInt2,UserInt3,UserInt4,UserInt5,OperatorFlagCode
861284,"2023-12-11 11:43:37","2023-12-11 11:43:37",50003C,"San Marino","San Marino",T7-NIK,,,,,,Dassault,F2TH,"Dassault Falcon 2000",25,,,,,,"Halkin Jet SRL",,,1996,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-F2TH
861258,"2023-12-11 11:29:53","2023-12-11 11:29:53",A5B628,"United States","United States",N4671S,,,,,,Piper,PA32,"Piper PA-32 260 Cherokee Six D",32-7100017,,,,,,Private,,,1971,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA32
860405,"2023-12-11 00:00:06","2023-12-11 10:50:58",AE58FB,"United States","United States",????,,,,,,Bell,SUCO,"Bell AH-1Z SuperCobra",,,,,,,"United States Marine Corps",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,USMC-SUCO
859874,"2023-12-10 17:06:31","2023-12-11 10:45:09",3E9B91,Germany,Germany,79+??,,,,,,"NH Industries",NH90,"NH Industries NH90-NTH",,,,,,,"German Navy",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,GNY-NH90
856194,"2023-12-08 17:02:10","2023-12-11 10:36:39",AE63C7,"United States","United States",21-46091,,,,,,Boeing,B762,"Boeing KC-46A Pegasus",,,,,,,"United States Air Force",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,RCH-KC46BOOM
856174,"2023-12-08 16:49:41","2023-12-11 10:35:51",AED9B7,"United States","United States",22-03488,,,,,,Boeing,H64,"Boeing AH-64E Apache Guardian",,,,,,,"United States Army",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,PAT-H64
540681,"2023-08-02 05:29:15","2023-12-11 08:53:36",449683,Belgium,Belgium,OO-ETC,,,,,,Embraer,E295,"Embraer E195-E2",19020053,,,,,,"TUI fly Belgium",,,2021,,,,0,reset,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,JAF-E295
861007,"2023-12-11 08:01:14","2023-12-11 08:01:14",A563CC,"United States","United States",N4464A,,,,,,Piper,PA22,"Piper PA-22 150 Tri-Pacer",22-3797,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA22
17912,"2022-02-16 07:49:47","2023-12-11 07:32:32",48421B,Netherlands,Netherlands,,,,,,,,-GND,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,0,Missing,,,,,0,0,0,0,0,GEN--GND
860967,"2023-12-11 07:26:10","2023-12-11 07:26:10",A195AF,"United States","United States",N20090,,,,,,Cessna,C172,"Cessna 172M Skyhawk",17261000,,,,,,Private,,,1972,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C172
2939,"2020-08-13 15:50:44","2023-12-11 07:15:32",C06E45,Canada,Canada,C-GPTS,,,,,,Airbus,A332,"Airbus A330 243",480,,,,,,"Air Transat",,,2002,,,,0,reset,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,TSC-A332
41565,"2023-11-20 16:22:32","2023-12-11 07:15:00",4CA769,Ireland,Ireland,EI-EFN,,,,A,,Boeing,B738,"Boeing 737NG 8AS/W",37538,,,,,,Ryanair,,,"",,,"11/20/2023 5:01:56 PM",0,reset,,,,,0,0,0,0,0,,,,,J,0,0,30475,0,0,RYR-B738
860911,"2023-12-11 06:39:44","2023-12-11 06:39:44",AB24A6,"United States","United States",N817PD,,,,,,Cessna,C560,"Cessna Citation V",560-0075,,,,,,N-Jet,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C560
860901,"2023-12-11 06:32:22","2023-12-11 06:32:22",874137,Japan,Japan,JA9711,,,,,,Bell,B06,"Bell 206L Long Ranger III",51221,,,,,,"Shin Nihon Helicopter",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B06
860845,"2023-12-11 05:55:40","2023-12-11 05:55:40",A25158,"United States","United States",N2489P,,,,,,"Textron Aviation",BE58,"Textron Aviation Baron G58",TH-2489,,,,,,Private,,,2017,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BE58
860737,"2023-12-11 04:21:34","2023-12-11 04:21:34",A998AE,"United States","United States",N7172B,,,,,,Robinson,R44,"Robinson R44 Raven",1434,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-R44
860733,"2023-12-11 04:18:15","2023-12-11 04:18:15",AC41AF,"United States","United States",N8890U,,,,,,Cessna,C150,"Cessna 150M",15078013,,,,,,Private,,,1976,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C150
860723,"2023-12-11 04:12:37","2023-12-11 04:12:37",A83EBA,"United States","United States",N630LD,,,,,,"Cirrus Design",SR22,"Cirrus Design SR22",1945,,,,,,Private,,,2006,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-SR22
860714,"2023-12-11 04:04:42","2023-12-11 04:04:42",A51982,"United States","United States",N428DR,,,,,,Dassault,F900,"Dassault Falcon 900EX EASy",154,,,,,,"Maverick Air II LLC",,,2005,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-F900
860693,"2023-12-11 03:39:56","2023-12-11 03:39:56",A63DCE,"United States","United States",N501BP,,,,,,"Cirrus Design",S22T,"Cirrus Design SR22T",0882,,,,,,Private,,,2014,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-S22T
860645,"2023-12-11 02:51:03","2023-12-11 02:51:03",A4384C,"United States","United States",N371JB,,,,,,Piper,P28A,"Piper PA-28 181 Archer II",28-8490106,,,,,,Private,,,1984,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P28A
860564,"2023-12-11 01:57:15","2023-12-11 01:57:15",A4DB35,"United States","United States",N4117S,,,,,,"MD Helicopters",H500,"MD Helicopters 369 FF",0191FF,,,,,,Private,,,2012,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-H500
860512,"2023-12-11 01:21:15","2023-12-11 01:21:15",A4AA98,"United States","United States",N40DE,,,,,,Piper,PA24,"Piper PA-24 400 Comanche 400",26-19,,,,,,Private,,,1964,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA24
860439,"2023-12-11 00:22:16","2023-12-11 00:22:16",C03078,Canada,Canada,C-FSJF,,,,,,Bombardier,CRJ1,"Bombardier CRJ 100ER",7054,,,,,,"Avmax Group",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-CRJ1
