AircraftID,FirstCreated,LastModified,ModeS,ModeSCountry,Country,Registration,CurrentRegDate,PreviousID,FirstRegDate,Status,DeRegDate,Manufacturer,ICAOTypeCode,Type,SerialNo,PopularName,GenericName,AircraftClass,Engines,OwnershipStatus,RegisteredOwners,MTOW,TotalHours,YearBuilt,CofACategory,CofAExpiry,UserNotes,Interested,UserTag,InfoURL,PictureURL1,PictureURL2,PictureURL3,UserBool1,UserBool2,UserBool3,UserBool4,UserBool5,UserString1,UserString2,UserString3,UserString4,UserString5,UserInt1,UserInt2,UserInt3,UserInt4,UserInt5,OperatorFlagCode
866135,"2023-12-13 19:00:46","2023-12-13 19:00:46",A55280,"United States","United States",N442ES,,,,,,Cessna,C172,"Cessna 172R Skyhawk",17280350,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C172
26622,"2022-05-03 02:22:35","2023-12-13 18:52:59",4864B4,Netherlands,Netherlands,,,,,,,,RDTST,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,0,Missing,,,,,0,0,0,0,0,TEST
866070,"2023-12-13 18:21:08","2023-12-13 18:21:08",4005A5,"United Kingdom","United Kingdom",G-CIVF,,,,,,Boeing,B744,"Boeing 747 436",25434,,,,,,"British Airways",,,1995,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,BAW
866065,"2023-12-13 18:19:20","2023-12-13 18:19:20",402AAA,"United Kingdom","United Kingdom",G-MTTU,,,,,,"Solar Wings",ULAC,"Solar Wings Pegasus XL-R",SW-WA-1294,,,,,,Private,,,1988,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-ULAC
865951,"2023-12-13 17:13:48","2023-12-13 17:13:48",A9D30D,"United States","United States",N732FY,,,,,,Cessna,C210,"Cessna 210L Centurion",21061490,,,,,,Private,,,1976,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C210
865943,"2023-12-13 17:07:27","2023-12-13 17:07:27",A92A10,"United States","United States",N69TK,,,,,,"MXR Technologies",MX2,"MXR Technologies MX2",10,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-MX2
865915,"2023-12-13 16:51:47","2023-12-13 16:51:47",A8D1EB,"United States","United States",ZP-BGF,,,,,,Beech,BE58,"Beech Baron 58",TH-1082,,,,,,Private,,,1979,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BE58
865868,"2023-12-13 16:20:36","2023-12-13 16:20:36",71D618,"South Korea","South Korea",HL9618,,,,,,MBB,B105,"MBB Bo.105 CBS-5",S-13,,,,,,Private,,,1971,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B105
865864,"2023-12-13 16:18:34","2023-12-13 16:18:34",AB4C0D,"United States","United States",N827NE,,,,,,Enstrom,EN28,"Enstrom Shark 280 FX",2148,,,,,,"Enstrom Helicopter Corp",,,2017,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-EN28
865758,"2023-12-13 15:10:18","2023-12-13 15:10:18",3FAB0F,Germany,Germany,86+15,,,,,,MBB,B105,"MBB Bo.105 P",6015,,,,,,"German Army",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,
865743,"2023-12-13 15:00:26","2023-12-13 15:00:26",A37614,"United States","United States",N322DL,,,,,,Boeing,B732,"Boeing 737 232F",23094,,,,,,"Northern Air Cargo",,,1984,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,NAC
865718,"2023-12-13 14:46:56","2023-12-13 14:46:56",ACCCC8,"United States","United States",N9238J,,,,,,Piper,P28A,"Piper PA-28 180 Cherokee C",28-3312,,,,,,Private,,,1966,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P28A
865714,"2023-12-13 14:45:19","2023-12-13 14:45:19",71007B,"Saudi Arabia","Saudi Arabia",HZ-AS32,,,,,,Airbus,A320,"Airbus A320 214",4273,,,,,,"Saudi Arabian Airlines",,,2010,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,SVA
96137,"2023-11-20 16:23:48","2023-12-13 14:36:51",201053,Namibia,Namibia,V5-WAY,,,,A,,Reims/Cessna,F406,"Reims/Cessna F406 Caravan II",,,,,,,"Westair Aviation",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,0,0,0,0,0,,,,,T,0,0,18697,0,0,WAA
865706,"2023-12-13 14:36:47","2023-12-13 14:36:47",4BCDC9,Turkey,Turkey,TC-SNI,,,,,,Boeing,B738,"Boeing 737NG 8FH/W",29671,,,,,,SunExpress,,,2005,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,SXS
865681,"2023-12-13 14:23:26","2023-12-13 14:23:26",A5BC9A,"United States","United States",N469S,,,,,,Cessna,C421,"Cessna 421C Golden Eagle",421C1057,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C421
865661,"2023-12-13 14:13:12","2023-12-13 14:13:12",738A84,Israel,Israel,208,,,,,,Lockheed,C130,"Lockheed C-130H Hercules",4533,,,,,,"Israeli Air Force",,,1974,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,IAF
863185,"2023-12-12 11:00:05","2023-12-13 14:08:01",4781AE,Norway,Norway,????,,,,,,Saab,MF17,"Saab MFI-15 Safari",,,,,,,"Royal Norwegian Air Force",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,NOW
865646,"2023-12-13 14:06:36","2023-12-13 14:06:36",A758A5,"United States","United States",N5723N,,,,,,"Raven Aerostar",BALL,"Raven Aerostar S-66A Hot Air Balloon",S66A-116,,,,,,Private,,,1980,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
863387,"2023-12-12 13:13:35","2023-12-13 14:05:36",3F5074,Germany,Germany,????,,,,,,Sikorsky,H53,"Sikorsky CH-53G",,,,,,,"German Air Force",,,,,,,0,reset,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,GAF-H53
859306,"2023-12-10 10:08:07","2023-12-13 14:04:34",3EABB5,Germany,Germany,60+0?,,,,,,Lockheed,P3,"Lockheed P-3CUP+ Orion",,,,,,,"German Navy",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,GNY-P3
865154,"2023-12-13 08:37:48","2023-12-13 14:03:31",3E8F91,Germany,Germany,????,,,,,,Panavia,TOR,"Panavia Tornado",,,,,,,"German Air Force",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,GAF-TOR
865170,"2023-12-13 08:48:45","2023-12-13 14:01:35",3E8156,Germany,Germany,????,,,,,,Eurofighter,EUFI,"Eurofighter Typhoon EF2000",,,,,,,"German Air Force",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,GAF-EUFI
865182,"2023-12-13 08:55:12","2023-12-13 14:01:05",3F92AB,Germany,Germany,46+57,,,,,,Panavia,TOR,"Panavia Tornado ECR",,,,,,,"German Air Force",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,GAF-TOR
865175,"2023-12-13 08:50:53","2023-12-13 14:00:38",3E817B,Germany,Germany,????,,,,,,Eurofighter,EUFI,"Eurofighter Typhoon EF2000",,,,,,,"German Air Force",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,GAF-EUFI
865137,"2023-12-13 08:29:42","2023-12-13 13:59:50",3E9E9A,Germany,Germany,????,,,,,,Eurofighter,EUFI,"Eurofighter Typhoon EF2000",,,,,,,"German Air Force",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,GAF-EUFI
864550,"2023-12-13 01:23:22","2023-12-13 13:47:45",AE52BD,"United States","United States",10-08804,,,,,,Boeing-Vertol,H47,"Boeing-Vertol CH-47F Chinook",,,,,,,"United States Army",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,PAT-H47
865544,"2023-12-13 13:10:16","2023-12-13 13:10:16",ACE94C,"United States","United States",N9309R,,,,,,Grumman,G44,"Grumman Widgeon G-44A",1462,,,,,,"Executive Dogs Inc",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-G44
865508,"2023-12-13 12:42:30","2023-12-13 12:42:30",C0257E,Canada,Canada,C-FOFD,,,,,,Bell,B429,"Bell 429 Global Ranger",57305,,,,,,"Bell Helicopter Textron Canada",,,2016,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B429
865497,"2023-12-13 12:37:00","2023-12-13 12:37:00",ACB22E,"United States","United States",PR-FBC,,,,,,"Raytheon Aircraft",BE36,"Raytheon Aircraft Bonanza G36",E-3754,,,,,,Private,,,2007,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BE36
865492,"2023-12-13 12:31:08","2023-12-13 12:31:08",748024,Lebanon,Lebanon,OD-RMJ,,,,,,Airbus,A321,"Airbus A321 231",2055,,,,,,"Middle East Airlines",,,2003,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,MEA
5453,"2021-02-27 05:58:06","2023-12-13 11:56:02",A4EAD9,"United States","United States",N416EL,,,,,,"Gulfstream Aerospace",GLF4,"Gulfstream Aerospace GIV",1150,,,,,,"Pegasus Elite Aviation",,,1990,,,,0,RESET,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,PEGASUSGLF4
865448,"2023-12-13 11:55:16","2023-12-13 11:55:16",C04AB1,Canada,Canada,C-GCHK,,,,,,Bell,B06,"Bell 206B Jet Ranger II",2067,,,,,,Private,,,1976,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-B06
865424,"2023-12-13 11:43:27","2023-12-13 11:43:27",A7C802,"United States","United States",N600HV,,,,,,"MD Helicopters",MD60,"MD Helicopters MD 600N",RN058,,,,,,"Eahot Inc Trustee",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-MD60
865398,"2023-12-13 11:22:48","2023-12-13 11:22:48",AAEFAF,"United States","United States",N8032Q,,,,,,Cameron,BALL,"Cameron N-120 Hot Air Balloon",6279,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
129584,"2023-11-20 16:23:52","2023-12-13 11:18:09",AE4BAC,"United States","United States",165245,,,,A,,Sikorsky,H53S,"Sikorsky CH-53E Sea Stallion",65639,,,,,,"United States Marine Corps",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,1,0,0,0,0,,,,M,H,0,0,114640,0,0,USMC-H53S
128925,"2023-11-20 16:23:52","2023-12-13 11:15:43",3AAAE8,France,France,2299,,,,A,,Aerospatiale,AS32,"Aerospatiale Cougar AS.532 UL",2299,,,,,,"French Army",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,1,0,0,0,0,,,,M,H,0,0,110961,0,0,FMY-AS32
38790,"2023-11-20 16:22:32","2023-12-13 10:58:20",AE144B,"United States","United States",05-5141,,,,A,,Boeing,C17,"Boeing C-17A Globemaster III",50149,,,,,,"United States Air Force",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,1,0,0,0,0,,,,M,J,0,0,26052,0,0,RCH-C17
94480,"2023-11-20 16:23:48","2023-12-13 10:57:23",AE14C4,"United States","United States",161066,,,,A,,Beech,BE9L,"Beech T-44C Pegasus",,,,,,,"United States Navy",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,1,0,0,0,0,,,,M,T,0,0,6341,0,0,CNV-T44
533453,"2023-11-20 16:22:40","2023-12-13 10:52:07",43C0F6,"United Kingdom","United Kingdom",XX188,,,,A,,"Hawker Siddeley",HAWK,"Hawker Siddeley Hawk T.1A",41H-312035,,,,,,"Royal Air Force",,,,,,"11/20/2023 5:01:56 PM",1,,,,,,1,0,0,0,0,,,,M,M,0,0,10985,0,0,RFR-HAWKT1RA
10750,"2021-10-29 11:04:49","2023-12-13 10:51:59",43C421,"United Kingdom","United Kingdom",XX242,,,,,,"Hawker Siddeley",HAWK,"Hawker Siddeley Hawk T.1",41H-312078,,,,,,"Royal Air Force",,,1978,,,,1,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,RFR-HAWKT1RA
865338,"2023-12-13 10:45:18","2023-12-13 10:45:18",A4506C,"United States","United States",N3772B,,,,,,"Balloon Works",BALL,"Balloon Works Firefly 7B Hot Air Balloon",F7B-100,,,,,,Private,,,1984,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
763721,"2023-11-20 16:22:32","2023-12-13 09:43:57",34758C,Spain,Spain,EC-OCI,,,,O,,Airbus,A21N,"Airbus A321 271NXSL",11537,,,,,,"Iberia Express",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,0,0,0,0,0,,,,,J,0,0,57853,0,0,IBS-A21N
865238,"2023-12-13 09:28:18","2023-12-13 09:28:18",896231,"United Arab Emirates","United Arab Emirates",A6-FBQ,,,,,,Bombardier,GL5T,"Bombardier Global 5000",9282,,,,,,"Execujet Middle East",,,2008,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,EJO
31679,"2023-11-20 16:22:32","2023-12-13 08:51:55",C03CF1,Canada,Canada,C-FXCA,,,,A,,Boeing,B763,"Boeing 767 375ERBDSF",24574,,,,,,"Air Canada",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,0,0,0,0,0,,,,F,J,0,0,3541,0,0,ACA-B763F
766556,"2023-10-30 20:59:55","2023-12-13 08:31:31",43BF96,"United Kingdom","United Kingdom",,,,,,,,ZANT,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,0,Missing,,,,,0,0,0,0,0,ZANT
97341,"2023-10-30 19:35:37","2023-12-13 08:22:21",ACAD77,"United States","United States",N916FE,,,,A,,Cessna,C208,"Cessna 208 B",,,,,,,"FedEx Feeder",,,,,,"10/30/2023 8:06:25 PM",0,,,,,,0,0,0,0,0,,,,,T,0,0,21253,0,0,CPT-C208FDX
865103,"2023-12-13 08:02:18","2023-12-13 08:02:18",ADB09A,"United States","United States",N981TX,,,,,,"Raytheon Aircraft Company",H25B,"Raytheon Aircraft Company 125 850XP",258788,,,,,,"Textron Aviation Inc",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-H25B
865085,"2023-12-13 07:54:38","2023-12-13 07:54:38",A2D928,"United States","United States",N283AH,,,,,,"Airbus Helicopters",AS50,"Airbus Helicopters Squirrel AS.350 B3",8169,,,,,,"Airbus Helicopters Inc",,,2016,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-AS50
865036,"2023-12-13 07:15:32","2023-12-13 07:15:32",A50631,"United States","United States",N42254,,,,,,Robinson,R44,"Robinson R44 Raven II",12480,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-R44
864921,"2023-12-13 05:55:39","2023-12-13 05:55:39",4026E0,"United Kingdom","United Kingdom",G-BMPP,,,,,,Cameron,BALL,"Cameron N-77 Hot Air Balloon",1303,,,,,,Private,,,1986,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
864746,"2023-12-13 03:50:56","2023-12-13 03:50:56",ABE55D,"United States","United States",PR-ESJ,,,,,,Cessna,C172,"Cessna 172S Skyhawk SP",172S9866,,,,,,Private,,,2005,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C172
864673,"2023-12-13 02:46:09","2023-12-13 02:46:09",AC016D,"United States","United States",N8729X,,,,,,Cessna,C182,"Cessna 182D Skylane",18253129,,,,,,Private,,,1961,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C182
864666,"2023-12-13 02:43:11","2023-12-13 02:43:11",A61319,"United States","United States",N49044,,,,,,Cessna,C152,"Cessna 152",15281118,,,,,,Private,,,1977,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C152
864634,"2023-12-13 02:21:31","2023-12-13 02:21:31",5080DC,Ukraine,Ukraine,UR-BXS,,,,,,Ilyushin,IL76,"Ilyushin IL-76 TD",1023411368,,,,,,"Yevropa Air",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-IL76
864609,"2023-12-13 02:01:13","2023-12-13 02:01:13",A4E6B1,"United States","United States",N41499,,,,,,Piper,P28A,"Piper PA-28 151 Cherokee Warrior",28-7415239,,,,,,Private,,,1974,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-P28A
864535,"2023-12-13 01:12:17","2023-12-13 01:12:17",A3871F,"United States","United States",N3261K,,,,,,Temco,GC1,"Temco Globe Swift GC-1B",1254,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GC1
864480,"2023-12-13 00:34:12","2023-12-13 00:34:12",A9B383,"United States","United States",N724MH,,,,,,Embraer,E55P,"Embraer Phenom 300",50500221,,,,,,"Executive AirShare",,,2014,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,XSR
