AircraftID,FirstCreated,LastModified,ModeS,ModeSCountry,Country,Registration,CurrentRegDate,PreviousID,FirstRegDate,Status,DeRegDate,Manufacturer,ICAOTypeCode,Type,SerialNo,PopularName,GenericName,AircraftClass,Engines,OwnershipStatus,RegisteredOwners,MTOW,TotalHours,YearBuilt,CofACategory,CofAExpiry,UserNotes,Interested,UserTag,InfoURL,PictureURL1,PictureURL2,PictureURL3,UserBool1,UserBool2,UserBool3,UserBool4,UserBool5,UserString1,UserString2,UserString3,UserString4,UserString5,UserInt1,UserInt2,UserInt3,UserInt4,UserInt5,OperatorFlagCode
867991,"2023-12-14 16:39:42","2023-12-14 16:39:42",E48170,Brazil,Brazil,PR-BSA,,,,,,Cessna,C510,"Cessna Citation Mustang",510-0062,,,,,,"Tinto Holding Ltda",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C510
867868,"2023-12-14 15:26:04","2023-12-14 15:26:04",3C526B,Germany,Germany,D-ADSK,,,,,,"Gulfstream Aerospace",GLF6,"Gulfstream Aerospace G650",6143,,,,,,"Windrose Air Jetcharter GmbH",,,2014,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,QGA
867867,"2023-12-14 15:25:59","2023-12-14 15:25:59",400940,"United Kingdom","United Kingdom",G-EUOH,,,,,,Airbus,A319,"Airbus A319 131",1604,,,,,,"British Airways",,,2001,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,BAW
867841,"2023-12-14 15:06:01","2023-12-14 15:06:01",4078E0,"United Kingdom","United Kingdom",G-ELWM,,,,,,Robin,DR40,"Robin DR.400 180 Regent",2515,,,,,,Private,,,2001,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-DR40
867816,"2023-12-14 14:47:12","2023-12-14 14:47:12",AC9DB4,"United States","United States",N9117E,,,,,,Aeronca,AR11,"Aeronca Chief 11AC",11AC-750,,,,,,Private,,,1946,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-AR11
867810,"2023-12-14 14:42:56","2023-12-14 14:42:56",A67A3C,"United States","United States",N5161H,,,,,,Piper,PA14,"Piper PA-14 Family Cruiser",14-171,,,,,,Private,,,1948,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA14
867804,"2023-12-14 14:37:26","2023-12-14 14:37:26",406766,"United Kingdom","United Kingdom",G-HPJT,,,,,,HpH,GLID,"HpH 304 Shark SJ",014-S,,,,,,Private,,,2012,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLID
867792,"2023-12-14 14:28:33","2023-12-14 14:28:33",A031F0,"United States","United States",N111WT,,,,,,Taylorcraft,TAYB,"Taylorcraft BC-12D",8040,,,,,,Private,,,1946,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-TAYB
867743,"2023-12-14 13:51:27","2023-12-14 13:51:27",4056A1,"United Kingdom","United Kingdom",G-FRGT,,,,,,"P & M Aviation",ULAC,"P & M Aviation Quik GT450",8341,,,,,,Private,,,2007,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-ULAC
867613,"2023-12-14 12:27:54","2023-12-14 12:27:54",43C36F,"United Kingdom","United Kingdom",ZA137,,,,,,Westland,S61,"Westland Sea King HU.5SAR",WA898,,,,,,"Heli Operations",,,1981,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,
867527,"2023-12-14 11:34:15","2023-12-14 11:34:15",A6D6E4,"United States","United States",N54PM,,,,,,Mooney,M20P,"Mooney M.20J Model 201",24-1677,,,,,,Private,,,1988,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-M20P
10817,"2021-10-31 17:26:01","2023-12-14 11:19:08",4CA7BF,Ireland,Ireland,EI-DTG,,,,,,Airbus,A320,"Airbus A320 216",3921,,,,,,"ITA Airways",,,2009,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,ITY-A320EI-DTG
867483,"2023-12-14 10:57:37","2023-12-14 10:57:37",A6C962,"United States","United States",N5362N,,,,,,Sikorsky,H60,"Sikorsky UH-60A Blackhawk",70342,,,,,,"Timberline Helicopters Inc",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-H60
867482,"2023-12-14 10:57:27","2023-12-14 10:57:27",ABA908,"United States","United States",N850MM,,,,,,"EADS SOCATA",TBM8,"EADS SOCATA TBM 850",449,,,,,,Private,,,2008,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-TBM8
45958,"2023-11-20 16:22:32","2023-12-14 10:48:26",A77F2D,"United States","United States",N582UW,,,,A,,Airbus,A321,"Airbus A321 231",6175,,,,,,"American Airlines",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,0,0,0,0,0,,,,,J,0,0,44602,0,0,AAL-A321N582UW
45922,"2023-11-20 16:22:32","2023-12-14 10:47:28",A77B76,"United States","United States",N581UW,,,,A,,Airbus,A321,"Airbus A321 231",6152,,,,,,"American Airlines",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,0,0,0,0,0,,,,,J,0,0,44554,0,0,AAL-A321N581UW
45800,"2023-11-20 16:22:32","2023-12-14 10:45:59",A777BF,"United States","United States",N580UW,,,,A,,Airbus,A321,"Airbus A321 231",6133,,,,,,"American Airlines",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,0,0,0,0,0,,,,,J,0,0,44393,0,0,AAL-A321N580UW
45758,"2023-11-20 16:22:32","2023-12-14 10:45:04",A771AF,"United States","United States",N579UW,,,,A,,Airbus,A321,"Airbus A321 231",6100,,,,,,"American Airlines",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,0,0,0,0,0,,,,,J,0,0,44340,0,0,AAL-A321N579UW
45626,"2023-11-20 16:22:32","2023-12-14 10:44:38",A76DF8,"United States","United States",N578UW,,,,A,,Airbus,A321,"Airbus A321 231",6035,,,,,,"American Airlines",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,0,0,0,0,0,,,,,J,0,0,44147,0,0,AAL-A321N578UW
39380,"2023-11-20 16:22:32","2023-12-14 10:38:58",7C1469,Australia,Australia,VH-EBF,,,,A,,Airbus,A332,"Airbus A330 202(P2F)",853,,,,,,"Qantas Freight",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,0,0,0,0,0,,,,F,J,0,0,26965,0,0,EFA-A332
867444,"2023-12-14 10:31:38","2023-12-14 10:31:38",A69821,"United States","United States",ZP-BJU,,,,,,"Raytheon Aircraft",BE58,"Raytheon Aircraft Baron G58",TH-2345,,,,,,Private,,,2012,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BE58
763703,"2023-11-20 16:22:32","2023-12-14 10:29:46",A83E49,"United States","United States",N630FR,,,,A,,Airbus,A21N,"Airbus A321 271NXSL",11642,,,,,,"Frontier Airlines",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,0,0,0,0,0,,,,,J,0,0,57631,0,0,FFT-A21NN630FR
562521,"2023-11-20 16:22:32","2023-12-14 10:26:52",A83839,"United States","United States",N629FR,,,,A,,Airbus,A21N,"Airbus A321 271NXSL",11555,,,,,,"Frontier Airlines",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,0,0,0,0,0,,,,,J,0,0,57412,0,0,FFT-A21NN629FR
21329,"2022-05-18 16:48:03","2023-12-14 10:19:20",A96BA2,"United States","United States",N706JB,,,,A,,Airbus,A320,"Airbus A320 232",3451,,,,,,"JetBlue Airways",,,,,,"5/18/2022 5:08:31 PM",0,,,,,,0,0,0,0,0,,,,,J,0,0,28541,0,0,JBU-A320N706JB
867427,"2023-12-14 10:16:28","2023-12-14 10:16:28",4403F4,Austria,Austria,OE-IAU,,,,,,Boeing,B734,"Boeing 737 4M0SF",29201,,,,,,"ASL Airlines Belgium",,,1998,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,TAY
867395,"2023-12-14 09:55:11","2023-12-14 09:55:11",AB0DFC,"United States","United States",N811KH,,,,,,"Thrush Aircraft",SS2T,"Thrush Aircraft Turbo Thrush S2R-T660",T660P-111DC,,,,,,"United Arab Emirates Air Force",,,,,,,0,,,,,,1,0,0,0,0,,,,,,0,0,0,0,0,
867389,"2023-12-14 09:52:17","2023-12-14 09:52:17",AB277C,"United States","United States",N818ED,,,,,,"Lime Lite Balloons",BALL,"Lime Lite Balloons LL69 Gas Balloon",005,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-BALL
867334,"2023-12-14 09:19:26","2023-12-14 09:19:26",440959,Austria,Austria,OE-KAT,,,,,,Piper,PA32,"Piper PA-32 301T Turbo Saratoga",32-8024011,,,,,,Private,,,1980,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PA32
42375,"2023-11-20 16:22:32","2023-12-14 08:45:40",E486D0,Brazil,Brazil,PR-AYJ,,,,A,,Embraer,E195,"Embraer ERJ-195LR (ERJ-190-200 LR)",19000370,,,,,,"Mercrado Libre",,,,,,"11/20/2023 5:01:56 PM",0,,,,,,0,0,0,0,0,,,,,J,0,0,31661,0,0,AZU-E195MERCADO
766556,"2023-10-30 20:59:55","2023-12-14 08:32:03",43BF96,"United Kingdom","United Kingdom",,,,,,,,ZANT,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,0,Missing,,,,,0,0,0,0,0,ZANT
5202,"2021-01-17 17:52:09","2023-12-14 08:15:37",A17EAA,"United States","United States",N196CC,,,,,,"Gulfstream Aerospace",GLF4,"Gulfstream Aerospace G450",4005,,,,,,"Phoenix Nap Management Resources LLC",,,2004,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,PHOENIXNAPGLF4N196CC
867237,"2023-12-14 08:13:28","2023-12-14 08:13:28",458A58,Denmark,Denmark,OY-BRX,,,,,,Scheibe,GLID,"Scheibe Bergfalke II",329,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLID
867230,"2023-12-14 08:10:06","2023-12-14 08:10:06",AC6CB9,"United States","United States",N9Z,,,,,,Molino,PK20,"Molino PIK-20",20004,,,,,,Private,,,1974,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-PK20
867220,"2023-12-14 08:06:15","2023-12-14 08:06:15",A8ADAF,"United States","United States",N6586U,,,,,,Mooney,M20P,"Mooney M.20C Mark 21",2368,,,,,,Private,,,1962,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-M20P
867164,"2023-12-14 07:24:38","2023-12-14 07:24:38",155865,Russia,Russia,RA-88165,,,,,,Yakovlev,YK40,"Yakovlev Yak-40",9611946,,,,,,"Ak Bars Aero",,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-YK40
867026,"2023-12-14 05:42:38","2023-12-14 05:42:38",4D21E1,Malta,Malta,9H-LOL,,,,,,Airbus,A319,"Airbus A319 112",5085,,,,,,"HiFly Malta",,,2012,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,HFM
27212,"2022-05-18 03:27:49","2023-12-14 05:29:37",48425C,Netherlands,Netherlands,,,,,,,,-GND,,,,,,,,,,,,,,,0,,,,,,0,0,0,0,0,Missing,,,,,0,0,0,0,0,GEN--GND
866903,"2023-12-14 04:10:35","2023-12-14 04:10:35",461414,Finland,Finland,OH-HPS,,,,,,Schweizer,H269,"Schweizer 269 C-1",0108,,,,,,Private,,,2000,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-H269
866888,"2023-12-14 03:59:27","2023-12-14 03:59:27",A1B531,"United States","United States",N209TX,,,,,,"Textron Aviation",C206,"Textron Aviation T206H Turbo Stationair",T20609186,,,,,,Private,,,2015,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C206
866861,"2023-12-14 03:09:56","2023-12-14 03:09:56",AB6EA2,"United States","United States",N83599,,,,,,Aeronca,CH7A,"Aeronca Champion 7AC",7AC-2275,,,,,,Private,,,1946,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-CH7A
866857,"2023-12-14 03:05:59","2023-12-14 03:05:59",A58445,"United States","United States",N4547,,,,,,"Amateur Built",RBEL,"Amateur Built Murphy Rebel Elite","547 E",,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-RBEL
866694,"2023-12-14 01:16:40","2023-12-14 01:16:40",AA8369,"United States","United States",N777DX,,,,,,Cessna,C421,"Cessna 421C Golden Eagle",421C0048,,,,,,Private,,,,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-C421
866643,"2023-12-14 00:40:15","2023-12-14 00:40:15",40066A,"United Kingdom","United Kingdom",G-BMRH,,,,,,Boeing,B752,"Boeing 757 236SF",24266,,,,,,"DHL Air UK",,,1989,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,DHK
866628,"2023-12-14 00:31:31","2023-12-14 00:31:31",A548AA,"United States","United States",N44EB,,,,,,Glasflugel,GLID,"Glasflugel H201 B Standard Libelle",379,,,,,,Private,,,1973,,,,0,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,GEN-GLID
